,Pokemon1,Pokemon2,Bonus_type_poke1,Bonus_type_poke2,Nb_victory_poke1,Nb_victory_poke2,Mean_nb_turn
12165,gardevoir,linoone,0.0,0.0,23.0,77.0,8.35
12166,gardevoir,zangoose,0.0,0.0,28.0,72.0,5.74
12167,gardevoir,persian,0.0,0.0,13.0,87.0,5.67
12168,gardevoir,alolan persian,1.0,0.0,39.0,61.0,7.77
12169,gardevoir,cherrim,0.0,0.0,82.0,18.0,6.8
12170,gardevoir,beautifly,0.0,0.0,96.0,4.0,5.48
12171,gardevoir,bellossom,0.0,0.0,69.0,31.0,6.81
12172,gardevoir,ludicolo,0.0,0.0,76.0,24.0,7.56
12173,gardevoir,butterfree,0.0,0.0,95.0,5.0,5.93
12174,gardevoir,vileplume,1.0,1.0,80.0,20.0,5.44
12175,gardevoir,tropius,0.0,0.0,64.0,36.0,8.46
12176,gardevoir,rhyperior,0.0,0.0,9.0,91.0,7.01
12177,gardevoir,bastiodon,-1.0,1.0,65.0,35.0,7.27
12178,gardevoir,cloyster,0.0,0.0,94.0,6.0,4.48
12179,gardevoir,miltank,0.0,0.0,40.0,60.0,7.98
12180,gardevoir,forretress,-1.0,1.0,59.0,41.0,8.27
12181,gardevoir,probopass,-1.0,1.0,44.0,56.0,9.32
12182,gardevoir,golduck,0.0,0.0,53.0,47.0,7.05
12183,gardevoir,azumarill,0.0,0.0,72.0,28.0,8.86
12184,gardevoir,whiscash,0.0,0.0,48.0,52.0,8.08
12185,gardevoir,bibarel,0.0,0.0,68.0,32.0,6.88
12186,gardevoir,swampert,0.0,0.0,25.0,75.0,7.29
12187,gardevoir,gyarados,0.0,0.0,3.0,97.0,4.49
12188,gardevoir,floatzel,0.0,0.0,22.0,78.0,6.54
12189,gardevoir,qwilfish,1.0,1.0,67.0,33.0,5.17
12190,gardevoir,relicanth,0.0,0.0,43.0,57.0,7.89
12191,gardevoir,cacturne,1.0,0.0,87.0,13.0,5.27
12192,gardevoir,victreebel,1.0,1.0,69.0,31.0,5.23
12193,gardevoir,sceptile,0.0,0.0,5.0,95.0,5.91
12194,gardevoir,sirfetch_d,1.0,0.0,85.0,15.0,4.51
12195,gardevoir,shiftry,1.0,0.0,27.0,73.0,5.37
12196,gardevoir,carnivine,0.0,0.0,64.0,36.0,5.96
12197,gardevoir,arcanine,0.0,0.0,8.0,92.0,5.86
12198,gardevoir,houndoom,0.0,0.0,46.0,54.0,6.78
12199,gardevoir,charizard,0.0,0.0,49.0,51.0,6.99
12200,gardevoir,ninetales,0.0,0.0,57.0,43.0,7.13
12201,gardevoir,magmortar,0.0,0.0,26.0,74.0,6.42
12202,gardevoir,castform,0.0,0.0,93.0,7.0,5.71
12203,gardevoir,typhlosion,0.0,0.0,56.0,44.0,6.96
12204,gardevoir,magcargo,0.0,0.0,99.0,1.0,5.67
12205,gardevoir,glalie,0.0,0.0,29.0,71.0,7.01
12206,gardevoir,absol,1.0,0.0,20.0,80.0,4.74
12207,gardevoir,banette,0.0,1.0,55.0,45.0,5.21
12208,gardevoir,mightyena,1.0,0.0,82.0,18.0,5.02
12209,gardevoir,granbull,0.0,0.0,26.0,74.0,6.72
12210,gardevoir,luxray,0.0,0.0,26.0,74.0,5.9
12211,gardevoir,skuntank,0.0,1.0,27.0,73.0,6.9
12212,gardevoir,mawile,-1.0,1.0,47.0,53.0,5.93
12213,gardevoir,leafeon,0.0,0.0,24.0,76.0,5.84
12214,gardevoir,aerodactyl,0.0,0.0,2.0,98.0,6.06
12215,gardevoir,flareon,0.0,0.0,36.0,64.0,6.7
12216,gardevoir,seviper,1.0,1.0,76.0,24.0,5.02
12217,gardevoir,sharpedo,1.0,0.0,45.0,55.0,5.51
12218,gardevoir,sableye,1.0,1.0,35.0,65.0,3.65
12219,gardevoir,perrserker,-1.0,1.0,10.0,90.0,5.88
12220,gardevoir,primeape,1.0,0.0,54.0,46.0,5.16
12221,gardevoir,spinda,0.0,0.0,83.0,17.0,6.62
12222,gardevoir,hariyama,1.0,0.0,12.0,88.0,7.06
12223,gardevoir,slaking,0.0,0.0,41.0,59.0,12.11
12224,gardevoir,gastrodon,0.0,0.0,46.0,54.0,8.52
12225,gardevoir,octillery,0.0,0.0,65.0,35.0,6.21
12226,gardevoir,hitmonlee,1.0,0.0,94.0,6.0,4.16
12227,gardevoir,lopunny,0.0,0.0,58.0,42.0,7.24
12228,gardevoir,crawdaunt,1.0,0.0,88.0,12.0,4.56
12229,gardevoir,kingler,0.0,0.0,86.0,14.0,5.08
12230,gardevoir,armaldo,0.0,0.0,61.0,39.0,6.25
12231,gardevoir,wormadam_grass,0.0,0.0,96.0,4.0,6.5
12232,gardevoir,kricketune,0.0,0.0,82.0,18.0,5.94
12233,gardevoir,ariados,1.0,1.0,89.0,11.0,5.15
12234,gardevoir,ninjask,0.0,0.0,17.0,83.0,7.73
12235,gardevoir,parasect,0.0,0.0,92.0,8.0,5.08
12236,gardevoir,pinsir,0.0,0.0,24.0,76.0,5.54
12237,gardevoir,gliscor,0.0,0.0,37.0,63.0,6.05
12238,gardevoir,yanmega,0.0,0.0,8.0,92.0,8.18
12239,gardevoir,omastar,0.0,0.0,94.0,6.0,6.0
12240,gardevoir,tangrowth,0.0,0.0,33.0,67.0,7.19
12241,gardevoir,cradily,0.0,0.0,49.0,51.0,7.49
12242,gardevoir,venomoth,1.0,1.0,72.0,28.0,5.66
12243,gardevoir,alakazam,0.0,0.0,57.0,43.0,5.83
12244,gardevoir,bronzong,-1.0,1.0,34.0,66.0,8.92
12245,gardevoir,chimecho,0.0,0.0,98.0,2.0,6.58
12246,hypno,skarmory,-1.0,0.0,19.0,81.0,8.81
12247,hypno,vespiquen,0.0,1.0,21.0,79.0,9.69
12248,hypno,farfetch'd,0.0,0.0,78.0,22.0,7.06
12249,hypno,dodrio,0.0,0.0,44.0,56.0,6.82
12250,hypno,staraptor,0.0,0.0,10.0,90.0,7.46
12251,hypno,swellow,0.0,0.0,27.0,73.0,10.27
12252,hypno,hitmontop,1.0,0.0,52.0,48.0,5.36
12253,hypno,noctowl,0.0,0.0,37.0,63.0,12.02
12254,hypno,crobat,1.0,0.0,16.0,84.0,8.2
12255,hypno,fearow,0.0,0.0,71.0,29.0,8.51
12256,hypno,pidgeot,0.0,0.0,28.0,72.0,8.86
12257,hypno,feraligatr,0.0,0.0,18.0,82.0,8.14
12258,hypno,kabutops,0.0,0.0,20.0,80.0,6.66
12259,hypno,dewgong,0.0,0.0,38.0,62.0,13.28
12260,hypno,seaking,0.0,0.0,16.0,84.0,7.98
12261,hypno,huntail,0.0,0.0,58.0,42.0,7.4
12262,hypno,kingdra,0.0,0.0,9.0,91.0,8.45
12263,hypno,lapras,0.0,0.0,20.0,80.0,15.08
12264,hypno,lumineon,0.0,0.0,54.0,46.0,10.76
12265,hypno,milotic,0.0,0.0,25.0,75.0,12.79
12266,hypno,chatot,0.0,0.0,83.0,17.0,9.51
12267,hypno,slowking,0.0,0.0,35.0,65.0,11.61
12268,hypno,gorebyss,0.0,0.0,84.0,16.0,8.14
12269,hypno,politoed,0.0,0.0,38.0,62.0,12.29
12270,hypno,lucario,0.0,0.0,3.0,97.0,6.15
12271,hypno,abomasnow,0.0,0.0,17.0,83.0,10.23
12272,hypno,weavile,0.0,1.0,2.0,98.0,5.32
12273,hypno,alolan sandslash,-1.0,0.0,22.0,78.0,9.7
12274,hypno,cursola,0.0,0.0,68.0,32.0,7.86
12275,hypno,gengar,1.0,0.0,69.0,31.0,6.99
12276,hypno,drifblim,0.0,0.0,33.0,67.0,11.19
12277,hypno,mismagius,0.0,0.0,73.0,27.0,9.65
12278,hypno,froslass,0.0,0.0,78.0,22.0,10.48
12279,hypno,shedinja,0.0,1.0,99.0,1.0,1.93
12280,hypno,dusknoir,0.0,0.0,6.0,94.0,10.8
12281,hypno,exploud,0.0,0.0,40.0,60.0,10.36
12282,hypno,camerupt,0.0,0.0,49.0,51.0,9.23
12283,hypno,torkoal,0.0,0.0,71.0,29.0,9.27
12284,hypno,exeggutor,0.0,0.0,70.0,30.0,15.18
12285,hypno,alolan exeggutor,0.0,0.0,56.0,44.0,14.66
12286,hypno,marowak,0.0,0.0,59.0,41.0,8.61
12287,hypno,alolan marowak,0.0,0.0,59.0,41.0,8.99
12288,hypno,luvdisc,0.0,0.0,100.0,0.0,6.34
12289,hypno,clefable,0.0,0.0,39.0,61.0,13.27
12290,hypno,gallade,0.0,0.0,25.0,75.0,7.49
12291,hypno,galarian rapidash,0.0,0.0,21.0,79.0,7.53
12292,hypno,swalot,1.0,0.0,52.0,48.0,11.1
12293,hypno,weezing,1.0,0.0,88.0,12.0,6.88
12294,hypno,arbok,1.0,0.0,60.0,40.0,7.28
12295,hypno,raticate,0.0,0.0,72.0,28.0,7.98
12296,hypno,alolan raticate,0.0,1.0,34.0,66.0,9.42
12297,hypno,stantler,0.0,0.0,55.0,45.0,8.51
12298,hypno,rampardos,0.0,0.0,25.0,75.0,8.47
12299,hypno,lickilicky,0.0,0.0,1.0,99.0,12.39
12300,hypno,rapidash,0.0,0.0,26.0,74.0,7.82
12301,hypno,wigglytuff,0.0,0.0,29.0,71.0,12.93
12302,hypno,muk,1.0,0.0,41.0,59.0,10.55
12303,hypno,sunflora,0.0,0.0,46.0,54.0,10.17
12304,hypno,sudowoodo,0.0,0.0,48.0,52.0,8.74
12305,hypno,tauros,0.0,0.0,23.0,77.0,7.63
12306,hypno,drapion,0.0,1.0,26.0,74.0,7.92
12307,hypno,obstagoon,0.0,1.0,2.0,98.0,7.42
12308,hypno,ambipom,0.0,0.0,9.0,91.0,9.51
12309,hypno,scizor,-1.0,1.0,1.0,99.0,5.51
12310,hypno,beedrill,1.0,1.0,33.0,67.0,6.29
12311,hypno,scyther,0.0,1.0,0.0,100.0,5.5
12312,hypno,dunsparce,0.0,0.0,66.0,34.0,11.56
12313,hypno,masquerain,0.0,1.0,57.0,43.0,9.51
12314,hypno,mothim,0.0,1.0,39.0,61.0,7.09
12315,hypno,garchomp,0.0,0.0,5.0,95.0,7.75
12316,hypno,dragonite,0.0,0.0,1.0,99.0,7.45
12317,hypno,salamence,0.0,0.0,2.0,98.0,7.52
12318,hypno,flygon,0.0,0.0,7.0,93.0,9.41
12319,hypno,delcatty,0.0,0.0,75.0,25.0,8.63
12320,hypno,furret,0.0,0.0,25.0,75.0,11.43
12321,hypno,linoone,0.0,0.0,28.0,72.0,11.58
12322,hypno,zangoose,0.0,0.0,29.0,71.0,7.33
12323,hypno,persian,0.0,0.0,17.0,83.0,8.55
12324,hypno,alolan persian,0.0,1.0,20.0,80.0,8.62
12325,hypno,cherrim,0.0,0.0,65.0,35.0,9.93
12326,hypno,beautifly,0.0,1.0,83.0,17.0,7.01
12327,hypno,bellossom,0.0,0.0,39.0,61.0,11.23
12328,hypno,ludicolo,0.0,0.0,59.0,41.0,11.64
12329,hypno,butterfree,0.0,1.0,72.0,28.0,8.66
12330,hypno,vileplume,1.0,0.0,75.0,25.0,9.31
12331,hypno,tropius,0.0,0.0,30.0,70.0,13.92
12332,hypno,rhyperior,0.0,0.0,8.0,92.0,8.72
12333,hypno,bastiodon,-1.0,0.0,18.0,82.0,14.76
12334,hypno,cloyster,0.0,0.0,93.0,7.0,5.93
12335,hypno,miltank,0.0,0.0,29.0,71.0,10.57
12336,hypno,forretress,-1.0,1.0,11.0,89.0,11.95
12337,hypno,probopass,-1.0,0.0,2.0,98.0,17.02
12338,hypno,golduck,0.0,0.0,63.0,37.0,8.73
12339,hypno,azumarill,0.0,0.0,45.0,55.0,14.37
12340,hypno,whiscash,0.0,0.0,42.0,58.0,11.08
12341,hypno,bibarel,0.0,0.0,62.0,38.0,9.53
12342,hypno,swampert,0.0,0.0,5.0,95.0,9.55
12343,hypno,gyarados,0.0,0.0,0.0,100.0,6.1
12344,hypno,floatzel,0.0,0.0,20.0,80.0,8.16
12345,hypno,qwilfish,1.0,0.0,87.0,13.0,7.17
12346,hypno,relicanth,0.0,0.0,41.0,59.0,10.47
12347,hypno,cacturne,0.0,1.0,19.0,81.0,5.75
12348,hypno,victreebel,1.0,0.0,48.0,52.0,6.69
12349,hypno,sceptile,0.0,0.0,1.0,99.0,6.91
12350,hypno,sirfetch_d,1.0,0.0,22.0,78.0,5.84
12351,hypno,shiftry,0.0,1.0,12.0,88.0,6.58
12352,hypno,carnivine,0.0,0.0,43.0,57.0,8.57
12353,hypno,arcanine,0.0,0.0,3.0,97.0,7.89
12354,hypno,houndoom,0.0,1.0,36.0,64.0,7.7
12355,hypno,charizard,0.0,0.0,45.0,55.0,10.25
12356,hypno,ninetales,0.0,0.0,57.0,43.0,9.31
12357,hypno,magmortar,0.0,0.0,16.0,84.0,9.44
12358,hypno,castform,0.0,0.0,90.0,10.0,8.01
12359,hypno,typhlosion,0.0,0.0,36.0,64.0,11.02
12360,hypno,magcargo,0.0,0.0,77.0,23.0,9.71
12361,hypno,glalie,0.0,0.0,29.0,71.0,9.61
12362,hypno,absol,0.0,1.0,3.0,97.0,5.43
12363,hypno,banette,0.0,0.0,57.0,43.0,6.79
12364,hypno,mightyena,0.0,1.0,40.0,60.0,7.42
12365,hypno,granbull,0.0,0.0,20.0,80.0,8.4
12366,hypno,luxray,0.0,0.0,14.0,86.0,7.44
12367,hypno,skuntank,0.0,1.0,8.0,92.0,7.86
12368,hypno,mawile,-1.0,0.0,37.0,63.0,9.01
12369,hypno,leafeon,0.0,0.0,32.0,68.0,7.14
12370,hypno,aerodactyl,0.0,0.0,1.0,99.0,7.97
12371,hypno,flareon,0.0,0.0,39.0,61.0,7.69
12372,hypno,seviper,1.0,0.0,80.0,20.0,7.18
12373,hypno,sharpedo,0.0,1.0,12.0,88.0,5.88
12374,hypno,sableye,-1000.0,1.0,0.0,100.0,5.72
12375,hypno,perrserker,-1.0,0.0,13.0,87.0,8.41
12376,hypno,primeape,1.0,0.0,66.0,34.0,6.34
12377,hypno,spinda,0.0,0.0,62.0,38.0,10.12
12378,hypno,hariyama,1.0,0.0,8.0,92.0,8.58
12379,hypno,slaking,0.0,0.0,10.0,90.0,13.97
12380,hypno,gastrodon,0.0,0.0,27.0,73.0,12.19
12381,hypno,octillery,0.0,0.0,33.0,67.0,8.33
12382,hypno,hitmonlee,1.0,0.0,74.0,26.0,6.04
12383,hypno,lopunny,0.0,0.0,26.0,74.0,11.0
12384,hypno,crawdaunt,0.0,1.0,52.0,48.0,6.26
12385,hypno,kingler,0.0,0.0,57.0,43.0,6.63
12386,hypno,armaldo,0.0,1.0,8.0,92.0,6.9
12387,hypno,wormadam_grass,0.0,1.0,63.0,37.0,9.99
12388,hypno,kricketune,0.0,1.0,55.0,45.0,7.23
12389,hypno,ariados,1.0,1.0,70.0,30.0,7.28
12390,hypno,ninjask,0.0,1.0,9.0,91.0,8.47
12391,hypno,parasect,0.0,1.0,45.0,55.0,7.55
12392,hypno,pinsir,0.0,1.0,9.0,91.0,6.15
12393,hypno,gliscor,0.0,0.0,10.0,90.0,7.04
12394,hypno,yanmega,0.0,1.0,4.0,96.0,8.56
12395,hypno,omastar,0.0,0.0,72.0,28.0,8.56
12396,hypno,tangrowth,0.0,0.0,40.0,60.0,9.2
12397,hypno,cradily,0.0,0.0,16.0,84.0,12.26
12398,hypno,venomoth,1.0,1.0,61.0,39.0,8.37
12399,hypno,alakazam,0.0,0.0,68.0,32.0,7.46
12400,hypno,bronzong,-1.0,0.0,4.0,96.0,16.78
12401,hypno,chimecho,0.0,0.0,68.0,32.0,12.6
12402,hypno,gardevoir,0.0,0.0,44.0,56.0,8.58
12403,claydol,skarmory,-1.0,0.0,26.0,74.0,8.98
12404,claydol,vespiquen,0.0,1.0,17.0,83.0,9.15
12405,claydol,farfetch'd,0.0,0.0,80.0,20.0,7.38
12406,claydol,dodrio,0.0,0.0,31.0,69.0,6.27
12407,claydol,staraptor,0.0,0.0,3.0,97.0,6.17
12408,claydol,swellow,0.0,0.0,33.0,67.0,10.69
12409,claydol,hitmontop,1.0,0.0,73.0,27.0,5.93
12410,claydol,noctowl,0.0,0.0,35.0,65.0,11.47
12411,claydol,crobat,1.0,0.0,15.0,85.0,8.19
12412,claydol,fearow,0.0,0.0,68.0,32.0,8.34
12413,claydol,pidgeot,0.0,0.0,28.0,72.0,8.8
12414,claydol,feraligatr,0.0,1.0,4.0,96.0,6.36
12415,claydol,kabutops,1.0,1.0,10.0,90.0,3.88
12416,claydol,dewgong,0.0,1.0,19.0,81.0,10.53
12417,claydol,seaking,0.0,1.0,4.0,96.0,5.24
12418,claydol,huntail,0.0,1.0,34.0,66.0,6.44
12419,claydol,kingdra,0.0,1.0,2.0,98.0,4.78
12420,claydol,lapras,0.0,1.0,3.0,97.0,9.91
12421,claydol,lumineon,0.0,1.0,24.0,76.0,8.42
12422,claydol,milotic,0.0,1.0,0.0,100.0,8.26
12423,claydol,chatot,0.0,0.0,83.0,17.0,9.45
12424,claydol,slowking,0.0,1.0,12.0,88.0,9.16
12425,claydol,gorebyss,0.0,1.0,42.0,58.0,6.34
12426,claydol,politoed,0.0,1.0,15.0,85.0,9.27
12427,claydol,lucario,1.0,0.0,42.0,58.0,7.14
12428,claydol,abomasnow,0.0,1.0,7.0,93.0,7.87
12429,claydol,weavile,0.0,1.0,2.0,98.0,3.82
12430,claydol,alolan sandslash,1.0,1.0,55.0,45.0,6.19
12431,claydol,cursola,0.0,1.0,29.0,71.0,5.85
12432,claydol,gengar,1.0,1.0,26.0,74.0,5.02
12433,claydol,drifblim,0.0,1.0,15.0,85.0,9.27
12434,claydol,mismagius,0.0,1.0,21.0,79.0,6.57
12435,claydol,froslass,0.0,1.0,14.0,86.0,7.44
12436,claydol,shedinja,0.0,1.0,100.0,0.0,1.58
12437,claydol,dusknoir,0.0,1.0,3.0,97.0,8.37
12438,claydol,exploud,0.0,0.0,43.0,57.0,10.54
12439,claydol,camerupt,1.0,0.0,64.0,36.0,7.78
12440,claydol,torkoal,1.0,0.0,86.0,14.0,7.78
12441,claydol,exeggutor,-1.0,1.0,9.0,91.0,12.33
12442,claydol,alolan exeggutor,0.0,1.0,22.0,78.0,11.4
12443,claydol,marowak,0.0,0.0,35.0,65.0,7.49
12444,claydol,alolan marowak,1.0,1.0,42.0,58.0,5.42
12445,claydol,luvdisc,0.0,1.0,89.0,11.0,6.39
12446,claydol,clefable,0.0,0.0,23.0,77.0,11.91
12447,claydol,gallade,0.0,-1.0,18.0,82.0,6.86
12448,claydol,galarian rapidash,0.0,0.0,20.0,80.0,7.02
12449,claydol,swalot,1.0,0.0,53.0,47.0,10.51
12450,claydol,weezing,1.0,0.0,83.0,17.0,7.19
12451,claydol,arbok,1.0,0.0,61.0,39.0,7.03
12452,claydol,raticate,0.0,0.0,67.0,33.0,8.31
12453,claydol,alolan raticate,0.0,1.0,26.0,74.0,9.48
12454,claydol,stantler,0.0,0.0,62.0,38.0,8.94
12455,claydol,rampardos,1.0,0.0,22.0,78.0,6.22
12456,claydol,lickilicky,0.0,0.0,3.0,97.0,12.51
12457,claydol,rapidash,1.0,0.0,43.0,57.0,6.49
12458,claydol,wigglytuff,0.0,0.0,41.0,59.0,14.19
12459,claydol,muk,1.0,0.0,48.0,52.0,10.66
12460,claydol,sunflora,0.0,1.0,13.0,87.0,7.27
12461,claydol,sudowoodo,1.0,0.0,70.0,30.0,7.4
12462,claydol,tauros,0.0,0.0,16.0,84.0,6.84
12463,claydol,drapion,1.0,1.0,34.0,66.0,6.86
12464,claydol,obstagoon,0.0,1.0,4.0,96.0,7.0
12465,claydol,ambipom,0.0,0.0,1.0,99.0,7.29
12466,claydol,scizor,0.0,1.0,0.0,100.0,3.52
12467,claydol,beedrill,1.0,1.0,18.0,82.0,4.88
12468,claydol,scyther,0.0,1.0,0.0,100.0,3.48
12469,claydol,dunsparce,0.0,0.0,63.0,37.0,11.53
12470,claydol,masquerain,0.0,1.0,26.0,74.0,7.54
12471,claydol,mothim,0.0,1.0,28.0,72.0,6.6
12472,claydol,garchomp,0.0,0.0,0.0,100.0,5.9
12473,claydol,dragonite,0.0,0.0,0.0,100.0,5.42
12474,claydol,salamence,0.0,0.0,0.0,100.0,5.52
12475,claydol,flygon,0.0,0.0,10.0,90.0,9.06
12476,claydol,delcatty,0.0,0.0,66.0,34.0,8.72
12477,claydol,furret,0.0,0.0,32.0,68.0,11.62
12478,claydol,linoone,0.0,0.0,25.0,75.0,11.97
12479,claydol,zangoose,0.0,0.0,14.0,86.0,5.92
12480,claydol,persian,0.0,0.0,14.0,86.0,7.38
12481,claydol,alolan persian,0.0,1.0,16.0,84.0,7.44
12482,claydol,cherrim,0.0,1.0,31.0,69.0,8.45
12483,claydol,beautifly,0.0,1.0,70.0,30.0,6.76
12484,claydol,bellossom,0.0,1.0,12.0,88.0,8.52
12485,claydol,ludicolo,0.0,1.0,40.0,60.0,8.95
12486,claydol,butterfree,0.0,1.0,50.0,50.0,8.3
12487,claydol,vileplume,1.0,1.0,18.0,82.0,6.84
12488,claydol,tropius,0.0,1.0,13.0,87.0,11.05
12489,claydol,rhyperior,1.0,0.0,3.0,97.0,6.29
12490,claydol,bastiodon,2.0,0.0,91.0,9.0,7.39
12491,claydol,cloyster,0.0,1.0,76.0,24.0,5.74
12492,claydol,miltank,0.0,0.0,46.0,54.0,11.38
12493,claydol,forretress,0.0,1.0,38.0,62.0,9.72
12494,claydol,probopass,2.0,0.0,92.0,8.0,8.42
12495,claydol,golduck,0.0,1.0,21.0,79.0,7.39
12496,claydol,azumarill,0.0,1.0,24.0,76.0,11.44
12497,claydol,whiscash,0.0,1.0,17.0,83.0,9.05
12498,claydol,bibarel,0.0,1.0,32.0,68.0,7.9
12499,claydol,swampert,0.0,1.0,0.0,100.0,6.9
12500,claydol,gyarados,0.0,1.0,0.0,100.0,3.56
12501,claydol,floatzel,0.0,1.0,6.0,94.0,5.98
12502,claydol,qwilfish,1.0,1.0,60.0,40.0,6.36
12503,claydol,relicanth,1.0,1.0,44.0,56.0,8.32
12504,claydol,cacturne,-1.0,1.0,3.0,97.0,5.01
12505,claydol,victreebel,1.0,1.0,24.0,76.0,5.35
12506,claydol,sceptile,0.0,1.0,3.0,97.0,5.15
12507,claydol,sirfetch_d,1.0,0.0,19.0,81.0,5.59
12508,claydol,shiftry,-1.0,1.0,3.0,97.0,6.19
12509,claydol,carnivine,0.0,1.0,9.0,91.0,5.59
12510,claydol,arcanine,1.0,0.0,5.0,95.0,6.53
12511,claydol,houndoom,1.0,1.0,17.0,83.0,5.67
12512,claydol,charizard,0.0,0.0,21.0,79.0,8.45
12513,claydol,ninetales,1.0,0.0,72.0,28.0,8.38
12514,claydol,magmortar,1.0,0.0,22.0,78.0,6.42
12515,claydol,castform,0.0,0.0,88.0,12.0,8.24
12516,claydol,typhlosion,1.0,0.0,30.0,70.0,7.68
12517,claydol,magcargo,2.0,0.0,97.0,3.0,5.69
12518,claydol,glalie,0.0,1.0,16.0,84.0,8.22
12519,claydol,absol,0.0,1.0,1.0,99.0,3.83
12520,claydol,banette,0.0,1.0,22.0,78.0,5.63
12521,claydol,mightyena,0.0,1.0,32.0,68.0,7.2
12522,claydol,granbull,0.0,0.0,8.0,92.0,7.22
12523,claydol,luxray,1.0,0.0,21.0,79.0,6.07
12524,claydol,skuntank,1.0,1.0,19.0,81.0,7.81
12525,claydol,mawile,1.0,0.0,80.0,20.0,6.66
12526,claydol,leafeon,0.0,1.0,6.0,94.0,5.18
12527,claydol,aerodactyl,0.0,0.0,1.0,99.0,6.51
12528,claydol,flareon,1.0,0.0,34.0,66.0,6.12
12529,claydol,seviper,1.0,0.0,81.0,19.0,7.05
12530,claydol,sharpedo,0.0,1.0,9.0,91.0,5.05
12531,claydol,sableye,0.0,1.0,15.0,85.0,4.53
12532,claydol,perrserker,1.0,0.0,62.0,38.0,6.32
12533,claydol,primeape,1.0,0.0,61.0,39.0,6.17
12534,claydol,spinda,0.0,0.0,66.0,34.0,10.12
12535,claydol,hariyama,1.0,0.0,8.0,92.0,7.18
12536,claydol,slaking,0.0,0.0,3.0,97.0,10.95
12537,claydol,gastrodon,0.0,1.0,8.0,92.0,9.24
12538,claydol,octillery,0.0,1.0,7.0,93.0,5.23
12539,claydol,hitmonlee,1.0,0.0,86.0,14.0,6.62
12540,claydol,lopunny,0.0,0.0,30.0,70.0,10.94
12541,claydol,crawdaunt,0.0,1.0,33.0,67.0,5.43
12542,claydol,kingler,0.0,1.0,25.0,75.0,4.63
12543,claydol,armaldo,0.0,1.0,13.0,87.0,6.61
12544,claydol,wormadam_grass,0.0,1.0,60.0,40.0,9.52
12545,claydol,kricketune,0.0,1.0,28.0,72.0,5.97
12546,claydol,ariados,1.0,1.0,60.0,40.0,6.6
12547,claydol,ninjask,0.0,1.0,14.0,86.0,8.0
12548,claydol,parasect,0.0,1.0,33.0,67.0,7.31
12549,claydol,pinsir,0.0,1.0,3.0,97.0,4.49
12550,claydol,gliscor,0.0,0.0,9.0,91.0,6.79
12551,claydol,yanmega,0.0,1.0,1.0,99.0,7.09
12552,claydol,omastar,1.0,1.0,46.0,54.0,5.86
12553,claydol,tangrowth,0.0,1.0,9.0,91.0,7.11
12554,claydol,cradily,0.0,1.0,5.0,95.0,9.55
12555,claydol,venomoth,1.0,1.0,56.0,44.0,7.98
12556,claydol,alakazam,0.0,0.0,22.0,78.0,5.9
12557,claydol,bronzong,1.0,0.0,69.0,31.0,11.17
12558,claydol,chimecho,0.0,0.0,42.0,58.0,10.66
12559,claydol,gardevoir,0.0,0.0,11.0,89.0,6.61
12560,claydol,hypno,0.0,0.0,53.0,47.0,11.36
12561,jynx,skarmory,0.0,1.0,21.0,79.0,5.05
12562,jynx,vespiquen,1.0,1.0,72.0,28.0,5.2
12563,jynx,farfetch'd,1.0,0.0,98.0,2.0,3.68
12564,jynx,dodrio,1.0,0.0,61.0,39.0,4.81
12565,jynx,staraptor,1.0,0.0,48.0,52.0,5.39
12566,jynx,swellow,1.0,0.0,37.0,63.0,6.95
12567,jynx,hitmontop,1.0,0.0,87.0,13.0,3.51
12568,jynx,noctowl,1.0,0.0,60.0,40.0,7.58
12569,jynx,crobat,1.0,0.0,12.0,88.0,5.6
12570,jynx,fearow,1.0,0.0,80.0,20.0,4.95
12571,jynx,pidgeot,1.0,0.0,37.0,63.0,5.89
12572,jynx,feraligatr,0.0,0.0,48.0,52.0,6.5
12573,jynx,kabutops,0.0,1.0,60.0,40.0,4.94
12574,jynx,dewgong,0.0,0.0,55.0,45.0,8.33
12575,jynx,seaking,0.0,0.0,58.0,42.0,6.42
12576,jynx,huntail,0.0,0.0,78.0,22.0,5.3
12577,jynx,kingdra,0.0,0.0,37.0,63.0,6.85
12578,jynx,lapras,0.0,0.0,21.0,79.0,10.19
12579,jynx,lumineon,0.0,0.0,86.0,14.0,6.4
12580,jynx,milotic,0.0,0.0,20.0,80.0,10.36
12581,jynx,chatot,1.0,0.0,90.0,10.0,5.7
12582,jynx,slowking,-1.0,0.0,9.0,91.0,9.41
12583,jynx,gorebyss,0.0,0.0,89.0,11.0,5.81
12584,jynx,politoed,0.0,0.0,40.0,60.0,7.7
12585,jynx,lucario,0.0,1.0,55.0,45.0,5.29
12586,jynx,abomasnow,0.0,0.0,32.0,68.0,6.68
12587,jynx,weavile,-1.0,1.0,0.0,100.0,3.78
12588,jynx,alolan sandslash,-1.0,1.0,19.0,81.0,6.23
12589,jynx,cursola,0.0,1.0,9.0,91.0,6.07
12590,jynx,gengar,1.0,1.0,38.0,62.0,4.52
12591,jynx,drifblim,1.0,1.0,42.0,58.0,6.8
12592,jynx,mismagius,0.0,1.0,22.0,78.0,6.34
12593,jynx,froslass,0.0,1.0,55.0,45.0,6.45
12594,jynx,shedinja,0.0,1.0,100.0,0.0,1.14
